gencodeId	geneSymbol	chromosome	start	end	strand	tss	description
ENSRNOG00000020106	Tnfrsf4	5	173447783	173450474	+	173447783	TNF receptor superfamily member 4
ENSRNOG00000022012	Tnfrsf18	5	173460353	173463140	+	173460353	TNF receptor superfamily member 18
ENSRNOG00000020132	Ttll10	5	173471009	173484986	-	173484986	tubulin tyrosine ligase like 10
ENSRNOG00000035595	Mir429	5	173488330	173488415	-	173488415	microRNA 429
ENSRNOG00000035650	Mir3548	5	173489352	173489472	+	173489352	microRNA 3548
ENSRNOG00000035508	Mir200b	5	173490143	173490238	-	173490238	microRNA 200b
ENSRNOG00000020199	RGD1311517	5	173542357	173559761	+	173542357	similar to RIKEN cDNA 9430015G10
ENSRNOG00000036856	AC097183.1	5	173565511	173566356	+	173565511	
ENSRNOG00000020205	Agrn	5	173589818	173622645	-	173622645	agrin
ENSRNOG00000021802	Isg15	5	173624309	173626248	-	173626248	ISG15 ubiquitin-like modifier
ENSRNOG00000020244	Perm1	5	173640779	173646073	+	173640779	PPARGC1 and ESRR induced regulator, muscle 1
ENSRNOG00000020295	Plekhn1	5	173646194	173653905	-	173653905	pleckstrin homology domain containing N1
ENSRNOG00000020302	Klhl17	5	173654859	173659675	-	173659675	kelch-like family member 17
ENSRNOG00000021392	Noc2l	5	173660920	173672459	+	173660920	NOC2-like nucleolar associated transcriptional repressor
ENSRNOG00000020342	Samd11	5	173672809	173680290	-	173680290	sterile alpha motif domain containing 11
ENSRNOG00000061521	AABR07062615.1	6	74133	75842	+	74133	
ENSRNOG00000004208	Crim1	6	788547	960703	+	788547	cysteine rich transmembrane BMP regulator 1
ENSRNOG00000004577	Fez2	6	963906	1004001	-	1004001	fasciculation and elongation protein zeta 2
ENSRNOG00000055806	U2	6	980272	980445	+	980272	U2 spliceosomal RNA
ENSRNOG00000004706	Vit	6	1147011	1208392	+	1147011	vitrin
ENSRNOG00000004806	Strn	6	1237757	1319541	-	1319541	striatin
ENSRNOG00000025926	Heatr5b	6	1330313	1410339	-	1410339	HEAT repeat containing 5B
ENSRNOG00000025317	Gpatch11	6	1410506	1423041	+	1410506	G patch domain containing 11
ENSRNOG00000048315	Eif2ak2	6	1428833	1466201	-	1466201	eukaryotic translation initiation factor 2-alpha kinase 2
ENSRNOG00000049335	Sult6b1	6	1468082	1493670	-	1493670	sulfotransferase family 6B member 1
ENSRNOG00000040303	Cebpzos	6	1516157	1516272	+	1516157	CEBPZ opposite strand
ENSRNOG00000005087	Cebpz	6	1516803	1534488	-	1534488	CCAAT/enhancer binding protein zeta
ENSRNOG00000005279	Ndufaf7	6	1534593	1545828	+	1534593	NADH:ubiquinone oxidoreductase complex assembly factor 7
ENSRNOG00000005289	Prkd3	6	1548414	1622196	-	1622196	protein kinase D3
ENSRNOG00000005705	Qpct	6	1657330	1689559	+	1657330	glutaminyl-peptide cyclotransferase
ENSRNOG00000032136	Cdc42ep3	6	1922499	1942972	-	1942972	CDC42 effector protein 3
ENSRNOG00000006082	Rmdn2	6	2216622	2280777	+	2216622	regulator of microtubule dynamics 2
ENSRNOG00000040287	Cyp1b1	6	2307807	2316722	-	2316722	cytochrome P450, family 1, subfamily b, polypeptide 1
ENSRNOG00000056230	AABR07062664.1	6	2398846	2400161	+	2398846	
ENSRNOG00000053605	AABR07062670.2	6	2523194	2535701	-	2535701	
ENSRNOG00000015559	AABR07062670.1	6	2556851	2557644	-	2557644	
ENSRNOG00000006523	Atl2	6	2568989	2610437	+	2568989	atlastin GTPase 2
ENSRNOG00000054436	AABR07062672.1	6	2660264	2660987	-	2660987	
ENSRNOG00000006929	Hnrnpll	6	2699960	2729394	-	2729394	heterogeneous nuclear ribonucleoprotein L-like
ENSRNOG00000052770	U6	6	2703695	2703792	+	2703695	U6 spliceosomal RNA
ENSRNOG00000060583	U6	6	2781398	2781502	+	2781398	U6 spliceosomal RNA
ENSRNOG00000007023	Galm	6	2808840	2860744	+	2808840	galactose mutarotase
ENSRNOG00000054908	7SK	6	2876355	2876584	-	2876584	7SK RNA
ENSRNOG00000027360	Srsf7	6	2880517	2886465	-	2886465	serine and arginine rich splicing factor 7
ENSRNOG00000027343	Ttc39d	6	2886763	2895118	+	2886763	tetratricopeptide repeat domain 39D
ENSRNOG00000027332	Gemin6	6	2907144	2911559	+	2907144	gem (nuclear organelle) associated protein 6
ENSRNOG00000054272	Dhx57	6	2921298	2961510	-	2961510	DExH-box helicase 57
ENSRNOG00000030319	Morn2	6	2969332	2974418	+	2969332	MORN repeat containing 2
ENSRNOG00000007061	Arhgef33	6	3012803	3095500	+	3012803	Rho guanine nucleotide exchange factor 33
ENSRNOG00000007106	Sos1	6	3104860	3182996	-	3182996	SOS Ras/Rac guanine nucleotide exchange factor 1
ENSRNOG00000040266	Cdkl4	6	3234089	3254779	-	3254779	cyclin-dependent kinase-like 4
ENSRNOG00000007172	Map4k3	6	3276737	3444519	-	3444519	mitogen-activated protein kinase kinase kinase kinase 3
ENSRNOG00000033125	AABR07062694.1	6	3375475	3375805	+	3375475	
ENSRNOG00000052732	AABR07062694.2	6	3411517	3417039	+	3411517	
ENSRNOG00000061417	U1	6	3512939	3513099	-	3513099	U1 spliceosomal RNA
ENSRNOG00000007907	Tmem178a	6	3657324	3716078	+	3657324	transmembrane protein 178A
ENSRNOG00000008291	Thumpd2	6	3743073	3794501	-	3794501	THUMP domain containing 2
ENSRNOG00000008479	Slc8a1	6	4258990	4520604	-	4520604	solute carrier family 8 member A1
ENSRNOG00000050879	AABR07062708.1	6	4378072	4378173	+	4378072	
ENSRNOG00000061281	U4	6	4557220	4557363	+	4557220	U4 spliceosomal RNA
ENSRNOG00000055656	AABR07062730.1	6	5216216	5216348	+	5216216	
ENSRNOG00000053080	U1	6	5646339	5646502	+	5646339	U1 spliceosomal RNA
ENSRNOG00000055921	AABR07062751.1	6	6068208	6074030	+	6068208	
ENSRNOG00000004199	AABR07062753.1	6	6180032	6180793	+	6180032	
ENSRNOG00000061364	U6	6	6221565	6221678	-	6221678	U6 spliceosomal RNA
ENSRNOG00000054819	AABR07062756.1	6	6385822	6391852	+	6385822	
ENSRNOG00000004205	Pkdcc	6	6427656	6436974	+	6427656	protein kinase domain containing, cytoplasmic
ENSRNOG00000056625	AABR07062758.1	6	6498419	6499422	+	6498419	
ENSRNOG00000030294	Eml4	6	6619075	6674554	+	6619075	EMAP like 4
ENSRNOG00000004526	Cox7a2l	6	6695826	6709783	-	6709783	cytochrome c oxidase subunit 7A2 like
ENSRNOG00000004535	Kcng3	6	6794807	6842758	-	6842758	potassium voltage-gated channel modifier subfamily G member 3
ENSRNOG00000004685	Mta3	6	6908683	7031828	+	6908683	metastasis associated 1 family, member 3
ENSRNOG00000051824	AABR07062766.1	6	7035965	7036226	+	7035965	
ENSRNOG00000031263	Haao	6	7045151	7058314	-	7058314	3-hydroxyanthranilate 3,4-dioxygenase
ENSRNOG00000047701	5S_rRNA	6	7157012	7157120	+	7157012	5S ribosomal RNA
ENSRNOG00000054134	AABR07062769.1	6	7180631	7182143	-	7182143	
ENSRNOG00000054672	AABR07062775.1	6	7394804	7416311	-	7416311	
ENSRNOG00000005067	Zfp36l2	6	7417424	7421456	-	7421456	zinc finger protein 36, C3H type-like 2
ENSRNOG00000025899	Thada	6	7423519	7741414	-	7741414	THADA, armadillo repeat containing
ENSRNOG00000005124	Plekhh2	6	7793734	7893769	+	7793734	pleckstrin homology, MyTH4 and FERM domain containing H2
ENSRNOG00000061418	U6	6	7899183	7899286	+	7899183	U6 spliceosomal RNA
ENSRNOG00000005151	Dync2li1	6	7900971	7933796	+	7900971	dynein cytoplasmic 2 light intermediate chain 1
ENSRNOG00000005250	Abcg5	6	7935770	7961207	-	7961207	ATP binding cassette subfamily G member 5
ENSRNOG00000005420	Abcg8	6	7961412	7980708	+	7961412	ATP binding cassette subfamily G member 8
ENSRNOG00000005877	Lrpprc	6	7984018	8066868	-	8066868	leucine-rich pentatricopeptide repeat containing
ENSRNOG00000054592	AC111831.1	6	8175585	8201898	-	8201898	
ENSRNOG00000030667	Ppm1b	6	8218695	8280124	+	8218695	protein phosphatase, Mg2+/Mn2+ dependent, 1B
ENSRNOG00000007006	Slc3a1	6	8284877	8318674	+	8284877	solute carrier family 3 member 1
ENSRNOG00000007326	Prepl	6	8318978	8346197	-	8346197	prolyl endopeptidase-like
ENSRNOG00000060905	AC111831.2	6	8346703	8353669	+	8346703	
ENSRNOG00000061723	U6	6	8351851	8351958	+	8351851	U6 spliceosomal RNA
ENSRNOG00000061568	U6	6	8579195	8579302	-	8579302	U6 spliceosomal RNA
ENSRNOG00000045939	AABR07062791.1	6	8601078	8601227	+	8601078	
ENSRNOG00000030629	Camkmt	6	8669721	8729771	+	8669721	calmodulin-lysine N-methyltransferase
ENSRNOG00000057031	Six3	6	8886590	8889925	+	8886590	SIX homeobox 3
ENSRNOG00000058827	Six2	6	8952571	8956276	-	8956276	SIX homeobox 2
ENSRNOG00000014720	Srbd1	6	9266890	9459188	-	9459188	S1 RNA binding domain 1
ENSRNOG00000060463	AABR07062799.2	6	9483593	9491667	+	9483593	
ENSRNOG00000045715	AABR07062799.1	6	9521061	9521167	-	9521167	
ENSRNOG00000054861	AABR07062800.1	6	9626111	9635740	-	9635740	
ENSRNOG00000015603	Prkce	6	9790421	9973396	+	9790421	protein kinase C, epsilon
ENSRNOG00000004252	LOC108348062	6	10151728	10236695	+	10151728	eukaryotic translation initiation factor 3, subunit H
ENSRNOG00000058659	AABR07062812.1	6	10278684	10293630	-	10293630	
ENSRNOG00000021318	Epas1	6	10306404	10387265	+	10306404	endothelial PAS domain protein 1
ENSRNOG00000046926	Tmem247	6	10483307	10488253	+	10483307	transmembrane protein 247
ENSRNOG00000015566	Atp6v1e2	6	10511451	10515370	-	10515370	ATPase H+ transporting V1 subunit E2
ENSRNOG00000015415	Rhoq	6	10533150	10568581	+	10533150	ras homolog family member Q
ENSRNOG00000015325	Pigf	6	10568613	10592454	-	10592454	phosphatidylinositol glycan anchor biosynthesis, class F
ENSRNOG00000015215	Cript	6	10594121	10602085	+	10594121	CXXC repeat containing interactor of PDZ3 domain
ENSRNOG00000030058	LOC100359600	6	10642699	10644676	+	10642699	karyopherin alpha 2-like
ENSRNOG00000028504	Socs5	6	10674370	10704977	+	10674370	suppressor of cytokine signaling 5
ENSRNOG00000056860	AABR07062823.1	6	10765732	10767242	-	10767242	
ENSRNOG00000015059	Mcfd2	6	10887287	10899200	-	10899200	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit
ENSRNOG00000061808	7SK	6	10897030	10897316	-	10897316	7SK RNA
ENSRNOG00000014879	Ttc7a	6	10912382	11014278	+	10912382	tetratricopeptide repeat domain 7A
ENSRNOG00000050479	Mir3558	6	10992690	10992804	+	10992690	microRNA 3558
ENSRNOG00000040136	Stpg4	6	11022033	11063092	-	11063092	sperm-tail PG-rich repeat containing 4
ENSRNOG00000054705	AABR07062833.3	6	11086842	11086976	-	11086976	
ENSRNOG00000051923	AABR07062833.1	6	11088804	11088871	+	11088804	
ENSRNOG00000053723	AABR07062833.2	6	11093413	11095246	+	11093413	
ENSRNOG00000015796	Msh2	6	11215962	11274932	-	11274932	mutS homolog 2
ENSRNOG00000015667	Epcam	6	11281963	11298216	-	11298216	epithelial cell adhesion molecule
ENSRNOG00000052829	U5	6	11304911	11305022	+	11304911	U5 spliceosomal RNA
ENSRNOG00000016110	Kcnk12	6	11373916	11494459	-	11494459	potassium two pore domain channel subfamily K member 12
ENSRNOG00000062235	AABR07062858.1	6	11580587	11580965	-	11580965	
ENSRNOG00000016134	Msh6	6	11644577	11662355	+	11644577	mutS homolog 6
ENSRNOG00000016396	Fbxo11	6	11662499	11686682	-	11686682	F-box protein 11
ENSRNOG00000031564	AABR07062859.1	6	11859629	11860001	-	11860001	similar to H2A histone family, member Z
ENSRNOG00000048551	AABR07062860.1	6	11932695	11932793	-	11932793	
ENSRNOG00000055725	U6	6	12053962	12054059	-	12054059	U6 spliceosomal RNA
ENSRNOG00000040110	Foxn2	6	12179226	12205446	+	12179226	forkhead box N2
ENSRNOG00000016528	Ppp1r21	6	12253787	12323421	+	12253787	protein phosphatase 1, regulatory subunit 21
ENSRNOG00000016688	Ston1	6	12362812	12379783	+	12362812	stonin 1
ENSRNOG00000016703	Gtf2a1l	6	12415804	12468596	+	12415804	general transcription factor 2A subunit 1 like
ENSRNOG00000016712	Lhcgr	6	12493942	12554439	-	12554439	luteinizing hormone/choriogonadotropin receptor
ENSRNOG00000057197	AABR07062885.1	6	12714269	12717028	-	12717028	
ENSRNOG00000053520	LOC102549991	6	12717154	12718666	+	12717154	uncharacterized LOC102549991
ENSRNOG00000016783	Fshr	6	12796382	12997817	-	12997817	follicle stimulating hormone receptor
ENSRNOG00000062019	AABR07062897.1	6	13575279	13585292	-	13585292	
ENSRNOG00000062022	AABR07062898.1	6	13611637	13612095	-	13612095	
ENSRNOG00000061974	AABR07062904.1	6	13834639	13835285	-	13835285	similar to Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)
ENSRNOG00000050220	Nrxn1	6	13886739	15191660	-	15191660	neurexin 1
ENSRNOG00000062051	AABR07062905.1	6	13968049	13968461	-	13968461	
ENSRNOG00000061981	AABR07062912.2	6	14299885	14300490	-	14300490	60S ribosomal protein L10a pseudogene
ENSRNOG00000062100	AABR07062915.3	6	14598246	14606197	+	14598246	
ENSRNOG00000061970	AABR07062915.1	6	14666769	14667271	-	14667271	
ENSRNOG00000062043	AABR07062915.2	6	14671315	14672096	-	14672096	
ENSRNOG00000050267	AABR07062924.1	6	15413024	15413139	+	15413024	
ENSRNOG00000049369	AABR07062925.1	6	15423843	15423958	+	15423843	
ENSRNOG00000031342	AABR07063082.1	6	17758764	17760327	+	17758764	
ENSRNOG00000055720	AABR07063090.1	6	17856450	17856628	-	17856628	
ENSRNOG00000040045	Crnkl1	6	18349166	18351536	-	18351536	crooked neck pre-mRNA splicing factor 1
ENSRNOG00000002495	AABR07063126.1	6	18708777	18709551	-	18709551	similar to carbonic anhydrase 13
ENSRNOG00000002516	Mtm1	6	18821814	18839409	+	18821814	myotubularin 1
ENSRNOG00000024525	Alkbh8	6	18877906	18949393	+	18877906	alkB homolog 8, tRNA methyltransferase
ENSRNOG00000056685	U6	6	18956386	18956462	+	18956386	U6 spliceosomal RNA
ENSRNOG00000024372	Cwf19l2	6	18970563	19055924	+	18970563	CWF19 like cell cycle control factor 2
ENSRNOG00000053643	LOC100910710	6	19299771	19301131	+	19299771	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12-like
ENSRNOG00000053905	AABR07063167.1	6	20050612	20051772	-	20051772	
ENSRNOG00000056412	U6	6	20219777	20219883	+	20219777	U6 spliceosomal RNA
ENSRNOG00000058165	Y_RNA	6	20467547	20467656	+	20467547	Y RNA
ENSRNOG00000030328	Fam98a	6	21051326	21065986	+	21051326	family with sequence similarity 98, member A
ENSRNOG00000032703	Rasgrp3	6	21072633	21135880	-	21135880	RAS guanyl releasing protein 3
ENSRNOG00000033090	Ltbp1	6	21203501	21600451	-	21600451	latent transforming growth factor beta binding protein 1
ENSRNOG00000052285	AABR07063197.2	6	21707399	21707543	-	21707543	
ENSRNOG00000051746	AABR07063197.1	6	21708486	21709811	+	21708486	
ENSRNOG00000042932	Ttc27	6	21735833	21880003	-	21880003	tetratricopeptide repeat domain 27
ENSRNOG00000059986	U6	6	21808858	21808965	-	21808965	U6 spliceosomal RNA
ENSRNOG00000027191	Birc6	6	21950099	22092346	-	22092346	baculoviral IAP repeat-containing 6
ENSRNOG00000005610	Yipf4	6	22126869	22138286	-	22138286	Yip1 domain family, member 4
ENSRNOG00000005810	Nlrc4	6	22167918	22194250	+	22167918	NLR family, CARD domain containing 4
ENSRNOG00000005856	Slc30a6	6	22197039	22226421	-	22226421	solute carrier family 30 member 6
ENSRNOG00000043550	AC139392.1	6	22208004	22208128	-	22208128	
ENSRNOG00000027136	Spast	6	22230927	22281886	-	22281886	spastin
ENSRNOG00000027126	Dpy30	6	22296127	22316894	+	22296127	dpy-30 histone methyltransferase complex regulatory subunit
ENSRNOG00000006340	Memo1	6	22362483	22409579	+	22362483	mediator of cell motility 1
ENSRNOG00000008683	Alk	6	22696396	23203775	+	22696396	ALK receptor tyrosine kinase
ENSRNOG00000008806	Clip4	6	23222020	23316962	-	23316962	CAP-GLY domain containing linker protein family, member 4
ENSRNOG00000008942	Pcare	6	23337570	23346173	+	23337570	photoreceptor cilium actin regulator
ENSRNOG00000026344	Togaram2	6	23359008	23404368	-	23404368	TOG array regulator of axonemal microtubules 2
ENSRNOG00000026316	Wdr43	6	23433531	23473169	-	23473169	WD repeat domain 43
ENSRNOG00000060589	Gm22858	6	23448685	23448761	-	23448761	predicted gene, 22858
ENSRNOG00000054970	Snord53	6	23449402	23449480	-	23449480	small nucleolar RNA, C/D box 53
ENSRNOG00000058488	Snord92	6	23458842	23458931	-	23458931	small nucleolar RNA, C/D box 92
ENSRNOG00000004534	Spdya	6	23498510	23543172	-	23543172	speedy/RINGO cell cycle regulator family member A
ENSRNOG00000004612	Ppp1cb	6	23549316	23581052	-	23581052	protein phosphatase 1 catalytic subunit beta
ENSRNOG00000004188	LOC298795	6	23757224	23758496	+	23757224	similar to 14-3-3 protein sigma
ENSRNOG00000026742	Ypel5	6	24064737	24084757	+	24064737	yippee-like 5
ENSRNOG00000039902	Lbh	6	24160225	24181866	+	24160225	LBH regulator of WNT signaling pathway
ENSRNOG00000053778	AABR07063248.1	6	24200391	24201864	-	24201864	
ENSRNOG00000061045	AABR07063250.2	6	24259911	24264571	+	24259911	
ENSRNOG00000056521	AABR07063250.1	6	24287125	24287211	+	24287125	
ENSRNOG00000034026	Lclat1	6	24377326	24515737	+	24377326	lysocardiolipin acyltransferase 1
ENSRNOG00000052183	AABR07063255.1	6	24455123	24455239	+	24455123	
ENSRNOG00000051000	LOC685881	6	24562883	24563246	-	24563246	hypothetical protein LOC685881
ENSRNOG00000032375	Capn13	6	24579621	24676524	-	24676524	calpain 13
ENSRNOG00000007951	Galnt14	6	24770316	24985716	-	24985716	polypeptide N-acetylgalactosaminyltransferase 14
ENSRNOG00000007744	Ehd3	6	25074954	25100977	+	25074954	EH-domain containing 3
ENSRNOG00000007081	Xdh	6	25149234	25211494	-	25211494	xanthine dehydrogenase
ENSRNOG00000053398	AC128261.1	6	25261010	25261158	+	25261010	
ENSRNOG00000027042	Srd5a2	6	25279625	25315511	-	25315511	steroid 5 alpha-reductase 2
ENSRNOG00000026037	Plb1	6	25397536	25507073	-	25507073	phospholipase B1
ENSRNOG00000052357	Fosl2	6	25598935	25616995	-	25616995	FOS like 2, AP-1 transcription factor subunit
ENSRNOG00000058265	AABR07063272.1	6	25622150	25622478	+	25622150	
ENSRNOG00000004364	Babam2	6	25666654	26051229	-	26051229	BRISC and BRCA1 A complex member 2
ENSRNOG00000004710	Rbks	6	26051395	26128906	+	26051395	ribokinase
ENSRNOG00000025388	Mrpl33	6	26130487	26138414	-	26138414	mitochondrial ribosomal protein L33
ENSRNOG00000052838	AABR07063274.1	6	26142017	26146241	+	26142017	
ENSRNOG00000004901	Slc4a1ap	6	26214334	26241337	-	26241337	solute carrier family 4 member 1 adaptor protein
ENSRNOG00000004927	Supt7l	6	26241671	26251809	+	26241671	SPT7 like, STAGA complex subunit gamma
ENSRNOG00000004941	Gpn1	6	26242924	26272808	-	26272808	GPN-loop GTPase 1
ENSRNOG00000055899	RGD1560110	6	26278499	26281300	-	26281300	similar to RIKEN cDNA 4930548H24
ENSRNOG00000039815	Zfp512	6	26284747	26314844	-	26314844	zinc finger protein 512
ENSRNOG00000049398	AABR07063276.1	6	26316879	26318568	-	26318568	
ENSRNOG00000048874	Gckr	6	26355295	26385761	-	26385761	glucokinase regulator
ENSRNOG00000051056	AABR07063279.1	6	26387876	26389518	+	26387876	
ENSRNOG00000057813	AABR07063281.1	6	26390688	26485049	+	26390688	
ENSRNOG00000054165	LOC103692570	6	26426868	26445787	-	26445787	dihydropyrimidinase-related protein 5-like
ENSRNOG00000047941	Krtcap3	6	26485125	26486695	-	26486695	keratinocyte associated protein 3
ENSRNOG00000050570	Nrbp1	6	26486828	26497328	-	26497328	nuclear receptor binding protein 1
ENSRNOG00000026905	Ppm1g	6	26517839	26537290	+	26517839	protein phosphatase, Mg2+/Mn2+ dependent, 1G
ENSRNOG00000005298	Zfp513	6	26537706	26541048	+	26537706	zinc finger protein 513
ENSRNOG00000026884	Snx17	6	26541137	26546545	-	26546545	sorting nexin 17
ENSRNOG00000005301	Eif2b4	6	26546923	26552430	+	26546923	eukaryotic translation initiation factor 2B subunit delta
ENSRNOG00000056904	Gtf3c2	6	26560600	26584535	+	26560600	general transcription factor IIIC subunit 2
ENSRNOG00000049430	Mpv17	6	26587442	26599511	+	26587442	mitochondrial inner membrane protein MPV17
ENSRNOG00000006090	Ucn	6	26602143	26602974	+	26602143	urocortin
ENSRNOG00000006146	Trim54	6	26603368	26624092	-	26624092	tripartite motif-containing 54
ENSRNOG00000026578	Dnajc5g	6	26625524	26629654	-	26629654	DnaJ heat shock protein family (Hsp40) member C5 gamma
ENSRNOG00000056254	AABR07063282.1	6	26640995	26641293	-	26641293	
ENSRNOG00000006204	Slc30a3	6	26642782	26650105	+	26642782	solute carrier family 30 member 3
ENSRNOG00000026474	Cad	6	26657779	26680284	-	26680284	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
ENSRNOG00000006326	Atraid	6	26680597	26685235	-	26685235	all-trans retinoic acid-induced differentiation factor
ENSRNOG00000057628	Slc5a6	6	26686032	26697116	+	26686032	solute carrier family 5 member 6
ENSRNOG00000025736	Tcf23	6	26762760	26771164	-	26771164	transcription factor 23
ENSRNOG00000025726	Prr30	6	26780351	26782864	+	26780351	proline rich 30
ENSRNOG00000025689	Abhd1	6	26784057	26792808	-	26792808	abhydrolase domain containing 1
ENSRNOG00000007923	Cgref1	6	26797125	26809129	+	26797125	cell growth regulator with EF hand domain 1
ENSRNOG00000008047	Khk	6	26810578	26820959	-	26820959	ketohexokinase
ENSRNOG00000008246	Emilin1	6	26821254	26828972	-	26828972	elastin microfibril interfacer 1
ENSRNOG00000008605	Ost4	6	26836215	26837440	+	26836215	oligosaccharyltransferase complex subunit 4, non-catalytic
ENSRNOG00000008612	Agbl5	6	26838035	26855658	-	26855658	ATP/GTP binding protein-like 5
ENSRNOG00000008812	Tmem214	6	26866736	26875376	-	26875376	transmembrane protein 214
ENSRNOG00000008961	Mapre3	6	26878743	26889882	-	26889882	microtubule-associated protein, RP/EB family, member 3
ENSRNOG00000008996	Dpysl5	6	26939696	27024129	-	27024129	dihydropyrimidinase-like 5
ENSRNOG00000058557	AABR07063286.1	6	27030394	27032257	+	27030394	
ENSRNOG00000032178	Cenpa	6	27072165	27080856	-	27080856	centromere protein A
ENSRNOG00000009459	Slc35f6	6	27095140	27106957	-	27106957	solute carrier family 35, member F6
ENSRNOG00000047968	AABR07063287.1	6	27107030	27107037	-	27107037	
ENSRNOG00000055030	AABR07063288.1	6	27129344	27129424	-	27129424	
ENSRNOG00000009790	Kcnk3	6	27151611	27190132	-	27190132	potassium two pore domain channel subfamily K member 3
ENSRNOG00000048177	AABR07063290.1	6	27209837	27210396	+	27209837	
ENSRNOG00000009898	Cib4	6	27241918	27303615	+	27241918	calcium and integrin binding family member 4
ENSRNOG00000009905	RGD1559683	6	27305401	27323992	-	27323992	family with sequence similarity 166 member C
ENSRNOG00000009967	Otof	6	27328405	27424864	+	27328405	otoferlin
ENSRNOG00000024905	Drc1	6	27425234	27460038	-	27460038	dynein regulatory complex subunit 1
ENSRNOG00000059295	Selenoi	6	27473747	27512287	-	27512287	selenoprotein I
ENSRNOG00000024766	Adgrf3	6	27535019	27546454	+	27535019	adhesion G protein-coupled receptor F3
ENSRNOG00000010800	Hadhb	6	27555411	27582995	-	27582995	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
ENSRNOG00000024629	Hadha	6	27589656	27629175	+	27589656	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
ENSRNOG00000048004	Garem2	6	27631363	27643008	-	27643008	GRB2 associated regulator of MAPK1 subtype 2
ENSRNOG00000046262	3110082J24Rik	6	27643076	27643305	+	27643076	RIKEN cDNA 3110082J24 gene
ENSRNOG00000047088	Rab10	6	27668402	27721120	-	27721120	RAB10, member RAS oncogene family
ENSRNOG00000011394	Kif3c	6	27768942	27815611	+	27768942	kinesin family member 3C
ENSRNOG00000011908	Asxl2	6	27887796	27915563	+	27887796	ASXL transcriptional regulator 2
ENSRNOG00000011914	Dtnb	6	27975416	28177214	+	27975416	dystrobrevin, beta
ENSRNOG00000026649	Dnmt3a	6	28235694	28340577	+	28235694	DNA methyltransferase 3 alpha
ENSRNOG00000061354	AABR07063314.1	6	28236656	28236970	+	28236656	
ENSRNOG00000012686	Pomc	6	28382961	28388967	+	28382961	proopiomelanocortin
ENSRNOG00000012950	Efr3b	6	28393015	28464118	-	28464118	EFR3 homolog B
ENSRNOG00000003988	Dnajc27	6	28515024	28544790	+	28515024	DnaJ heat shock protein family (Hsp40) member C27
ENSRNOG00000052193	AABR07063323.1	6	28557632	28557848	+	28557632	
ENSRNOG00000003999	Adcy3	6	28571350	28650148	+	28571350	adenylate cyclase 3
ENSRNOG00000044930	5S_rRNA	6	28578542	28578663	-	28578663	5S ribosomal RNA
ENSRNOG00000050111	Cenpo	6	28650641	28663233	-	28663233	centromere protein O
ENSRNOG00000004059	Ptrhd1	6	28663601	28666987	+	28663601	peptidyl-tRNA hydrolase domain containing 1
ENSRNOG00000004068	Ncoa1	6	28677539	28931843	-	28931843	nuclear receptor coactivator 1
ENSRNOG00000057547	7SK	6	28837993	28838299	+	28837993	7SK RNA
ENSRNOG00000023508	Mfsd2b	6	28956634	28967902	-	28967902	major facilitator superfamily domain containing 2B
ENSRNOG00000004950	Ubxn2a	6	28973024	28994519	-	28994519	UBX domain protein 2A
ENSRNOG00000058973	Atad2b	6	29012006	29163134	+	29012006	ATPase family, AAA domain containing 2B
ENSRNOG00000054731	U6	6	29114535	29114625	-	29114625	U6 spliceosomal RNA
ENSRNOG00000005371	Klhl29	6	29178857	29483460	-	29483460	kelch-like family member 29
ENSRNOG00000051471	AABR07063346.1	6	29518415	29522567	+	29518415	
ENSRNOG00000061357	AABR07063350.1	6	29862601	29862943	-	29862943	
ENSRNOG00000044385	5S_rRNA	6	29932833	29932950	+	29932833	5S ribosomal RNA
ENSRNOG00000049989	Wdcp	6	29957567	29975730	-	29975730	WD repeat and coiled coil containing
ENSRNOG00000058332	U6	6	29971525	29971632	-	29971632	U6 spliceosomal RNA
ENSRNOG00000047143	Fkbp1b	6	29977796	29987451	+	29977796	FKBP prolyl isomerase 1B
ENSRNOG00000046172	Sf3b6	6	29991306	29999410	-	29999410	splicing factor 3B, subunit 6
ENSRNOG00000050386	Pfn4	6	30027914	30038000	-	30038000	profilin family, member 4
ENSRNOG00000049615	Fam228b	6	30038776	30053581	+	30038776	family with sequence similarity 228, member B
ENSRNOG00000058925	U6	6	30051862	30051952	-	30051952	U6 spliceosomal RNA
ENSRNOG00000050114	Fam228a	6	30074302	30097790	+	30074302	family with sequence similarity 228, member A
ENSRNOG00000046741	Itsn2	6	30098379	30187337	-	30187337	intersectin 2
ENSRNOG00000055492	7SK	6	30232742	30233050	+	30232742	7SK RNA
ENSRNOG00000058896	5_8S_rRNA	6	30630901	30631054	+	30630901	5.8S ribosomal RNA
ENSRNOG00000055323	AABR07063421.1	6	30635070	30635119	+	30635070	
ENSRNOG00000060896	AABR07063424.1	6	30638732	30639143	+	30638732	
